Date/time,Receiver1,Receiver2,Receiver3,Receiver4,Generator1,Receiver5,Receiver6,Generator2,Generator3,Receiver7,Generator4,Receiver8,Generator5,Generator6,Receiver9,Receiver10,Receiver11,Receiver12,Generator7,Receiver13,Receiver14,Receiver15,Receiver16,Generator8,Generator9,Receiver17,Generator10,Receiver18,Receiver19,Receiver20,Receiver21
6-27-2021 8:45:00,727290,105987,550627,878538,352950,225970,757343,450030,318972,340042,51194,427688,877486,297043,704699,438943,88100,367495,1855401,154316,147200,66227,324243,750781,633188,121333,767163,45729,2861,120371,102143
6-27-2021 9:00:00,727325,105997,550648,878555,352950,225982,757397,450030,318972,340043,51196,427695,877486,297043,704703,438950,88101,367497,1855401,154318,147319,66228,324245,750781,633247,121333,767163,45730,2861,120372,102143
6-27-2021 9:15:00,727388,106006,550671,878573,352950,225994,757447,450030,318972,340045,51197,427704,877486,297043,704706,438954,88102,367499,1855401,154319,147431,66229,324247,750781,633332,121333,767163,45732,2861,120373,102143
6-27-2021 9:30:00,727450,106014,550685,878590,352950,226005,757503,450030,318972,340047,51198,427716,877486,297043,704709,438959,88103,367501,1855401,154321,147549,66230,324249,750781,633426,121333,767163,45733,2861,120373,102144
6-27-2021 9:45:00,727515,106023,550708,878608,352950,226018,757559,450030,318972,340049,51199,427727,877486,297043,704713,438965,88104,367503,1855401,154322,147656,66231,324252,750781,633515,121333,767163,45734,2861,120374,102144
6-27-2021 10:00:00,727578,106031,550721,878626,352950,226029,757622,450030,318972,340050,51200,427738,877486,297043,704716,438970,88105,367506,1855401,154324,147770,66232,324254,750781,633618,121333,767163,45735,2861,120375,102144
6-27-2021 10:15:00,727636,106040,550735,878643,352950,226041,757684,450030,318972,340052,51201,427751,877486,297043,704719,438971,88106,367508,1855401,154326,147888,66233,324256,750781,633709,121333,767163,45736,2861,120375,102144
6-27-2021 10:30:00,727696,106049,550752,878662,352950,226053,757745,450030,318972,340054,51202,427763,877486,297043,704722,438973,88106,367509,1855401,154327,147998,66235,324259,750781,633796,121333,767163,45737,2861,120376,102144
6-27-2021 10:45:00,727753,106056,550772,878680,352950,226064,757804,450030,318972,340055,51203,427777,877486,297043,704725,438975,88107,367512,1855401,154329,148113,66236,324261,750781,633890,121333,767163,45738,2861,120377,102145
6-27-2021 11:00:00,727815,106066,550790,878699,352950,226076,757866,450030,318972,340057,51204,427790,877486,297043,704728,438977,88108,367514,1855401,154330,148223,66237,324264,750781,633982,121333,767163,45740,2861,120378,102145
6-27-2021 11:15:00,727865,106074,550794,878717,352950,226088,757920,450030,318972,340059,51206,427801,877486,297043,704732,438978,88109,367516,1855401,154332,148339,66238,324266,750781,634060,121333,767163,45741,2861,120379,102145
6-27-2021 11:30:00,727912,106084,550812,878737,352950,226100,757978,450030,318972,340061,51207,427809,877486,297043,704735,438980,88110,367518,1855401,154333,148449,66239,324268,750781,634121,121333,767163,45742,2861,120380,102145
6-27-2021 11:45:00,727953,106091,550830,878755,352950,226112,758031,450030,318972,340062,51208,427818,877486,297043,704738,438982,88111,367520,1855401,154335,148568,66240,324271,750781,634178,121333,767163,45743,2861,120380,102145
6-27-2021 12:00:00,727992,106098,550850,878773,352950,226123,758084,450030,318972,340064,51209,427826,877486,297043,704741,438984,88112,367522,1855401,154336,148689,66241,324273,750781,634234,121334,767163,45744,2861,120381,102145
6-27-2021 12:15:00,728011,106107,550850,878793,352950,226136,758138,450030,318972,340066,51210,427835,877486,297043,704745,438985,88113,367524,1855401,154338,148804,66242,324275,750781,634264,121334,767163,45745,2861,120382,102146
6-27-2021 12:30:00,728025,106114,550850,878810,352950,226147,758189,450030,318972,340068,51211,427844,877486,297043,704748,438987,88113,367526,1855401,154340,148929,66243,324277,750781,634290,121334,767163,45746,2861,120383,102146
6-27-2021 12:45:00,728045,106121,550850,878831,352950,226159,758238,450030,318972,340069,51212,427852,877486,297043,704760,438989,88114,367529,1855401,154341,149046,66244,324280,750781,634324,121334,767163,45748,2861,120384,102146
6-27-2021 13:00:00,728081,106129,550904,878850,352950,226171,758283,450030,318972,340071,51213,427861,877486,297043,704781,438991,88115,367531,1855401,154343,149165,66245,324282,750781,634392,121334,767163,45749,2861,120385,102146
6-27-2021 13:15:00,728130,106137,550914,878865,352957,226184,758330,450235,318978,340073,51214,427871,877486,297048,704798,438991,88116,367533,1855401,154344,149195,66247,324284,750781,634410,121334,767163,45750,2861,120385,102146
6-27-2021 13:30:00,728181,106145,550932,878887,352957,226196,758381,450587,318978,340074,51214,427884,877486,297048,704805,438992,88117,367535,1855401,154346,149195,66247,324285,750781,634410,121334,767163,45751,2861,120386,102146
6-27-2021 13:45:00,728221,106153,550932,878905,352957,226208,758430,450927,318978,340076,51214,427897,877486,297048,704808,438992,88118,367537,1855401,154347,149195,66248,324287,750781,634410,121334,767163,45752,2861,120387,102146
6-27-2021 14:00:00,728243,106160,550969,878925,352957,226220,758482,451247,318978,340078,51215,427910,877486,297048,704811,438992,88119,367540,1855401,154349,149195,66249,324288,750781,634410,121334,767163,45753,2861,120388,102147
6-27-2021 14:15:00,728249,106166,550978,878934,352957,226231,758513,451265,318978,340079,51215,427917,877486,297048,704813,438993,88120,367541,1855401,154350,149281,66250,324290,750781,634416,121334,767163,45754,2861,120389,102147
6-27-2021 14:30:00,728257,106174,550978,878956,352957,226244,758556,451265,318978,340081,51215,427927,877486,297048,704816,438994,88120,367543,1855401,154352,149402,66251,324292,750781,634426,121334,767163,45755,2861,120390,102147
6-27-2021 14:45:00,728264,106182,550978,878976,352957,226255,758598,451265,318978,340082,51215,427935,877486,297048,704819,438994,88121,367546,1855401,154353,149515,66252,324293,750781,634434,121334,767163,45756,2861,120390,102147
6-27-2021 15:00:00,728271,106191,550978,878994,352957,226268,758641,451265,318978,340084,51216,427944,877486,297048,704822,438995,88122,367548,1855401,154355,149636,66253,324294,750781,634440,121334,767163,45757,2861,120391,102147
6-27-2021 15:15:00,728279,106199,551037,879013,352957,226280,758686,451265,318978,340086,51216,427952,877486,297048,704825,438995,88123,367550,1855401,154356,149753,66254,324296,750781,634447,121334,767163,45758,2861,120392,102147
6-27-2021 15:30:00,728286,106208,551037,879032,352957,226292,758728,451265,318978,340088,51216,427958,877486,297048,704837,438996,88124,367552,1855401,154358,149869,66255,324297,750781,634462,121334,767163,45759,2861,120392,102147
6-27-2021 15:45:00,728293,106216,551037,879051,352957,226304,758763,451265,318978,340089,51217,427966,877486,297048,704856,438996,88125,367554,1855401,154360,149987,66256,324299,750781,634478,121334,767163,45760,2861,120393,102147
6-27-2021 16:00:00,728301,106223,551068,879051,352957,226317,758802,451265,318978,340091,51217,427974,877486,297048,704861,438997,88126,367556,1855401,154361,150072,66257,324300,750781,634478,121334,767163,45762,2861,120394,102148
6-27-2021 16:15:00,728307,106229,551072,879051,352957,226328,758836,451265,318978,340093,51217,427981,877486,297048,704863,438997,88126,367558,1855401,154363,150159,66258,324301,750781,634478,121334,767163,45763,2861,120395,102148
6-27-2021 16:30:00,728314,106237,551072,879051,352957,226340,758871,451265,318978,340095,51217,427988,877486,297048,704866,438998,88127,367561,1855401,154364,150239,66259,324303,750781,634478,121334,767163,45764,2861,120396,102148
6-27-2021 16:45:00,728321,106243,551078,879051,352957,226352,758904,451265,318978,340096,51218,427995,877486,297048,704868,438998,88128,367563,1855401,154366,150324,66260,324304,750781,634478,121334,767163,45765,2861,120396,102148
6-27-2021 17:00:00,728329,106251,551084,879051,352957,226365,758939,451265,318978,340098,51218,428003,877486,297048,704871,438999,88129,367565,1855401,154367,150407,66261,324305,750781,634478,121334,767163,45766,2861,120397,102148
6-27-2021 17:15:00,728335,106258,551085,879051,352957,226377,758975,451265,318978,340100,51218,428009,877486,297048,704873,438999,88130,367567,1855401,154369,150488,66262,324307,750781,634478,121334,767163,45767,2861,120398,102148
6-27-2021 17:30:00,728342,106264,551085,879051,352957,226388,759008,451265,318978,340101,51218,428017,877486,297048,704876,439000,88130,367569,1855401,154370,150573,66263,324308,750781,634478,121334,767163,45768,2861,120399,102148
6-27-2021 17:45:00,728348,106272,551085,879051,352957,226401,759043,451265,318978,340103,51219,428024,877486,297048,704878,439000,88131,367571,1855401,154372,150654,66264,324309,750781,634478,121335,767163,45769,2861,120400,102149
6-27-2021 18:00:00,728354,106278,551085,879051,352957,226413,759076,451265,318978,340105,51219,428032,877486,297048,704881,439001,88132,367573,1855401,154374,150738,66265,324311,750781,634478,121335,767163,45770,2861,120401,102149
6-27-2021 18:15:00,728361,106285,551085,879051,352957,226425,759112,451265,318978,340106,51219,428039,877486,297048,704883,439001,88133,367576,1855401,154375,150818,66266,324312,750781,634478,121335,767163,45771,2861,120401,102149
6-27-2021 18:30:00,728368,106292,551085,879051,352957,226437,759145,451265,318978,340108,51220,428046,877486,297048,704886,439002,88134,367578,1855401,154377,150904,66267,324314,750781,634478,121335,767163,45772,2861,120402,102149
6-27-2021 18:45:00,728374,106300,551085,879051,352957,226449,759184,451265,318978,340110,51220,428054,877486,297048,704888,439002,88135,367579,1855401,154378,150989,66267,324315,750781,634478,121335,767163,45773,2861,120403,102149
6-27-2021 19:00:00,728381,106308,551085,879051,352957,226461,759220,451265,318978,340112,51220,428060,877486,297048,704891,439003,88135,367581,1855401,154380,151070,66268,324316,750781,634478,121335,767163,45774,2861,120404,102149
6-27-2021 19:15:00,728387,106316,551085,879051,352957,226472,759256,451265,318978,340113,51220,428068,877486,297048,704893,439003,88136,367583,1855401,154381,151158,66269,324318,750781,634478,121335,767163,45775,2861,120404,102149
6-27-2021 19:30:00,728394,106323,551085,879051,352957,226484,759291,451265,318978,340115,51221,428076,877486,297048,704896,439004,88137,367586,1855401,154383,151239,66270,324319,750781,634478,121335,767163,45776,2861,120405,102150
6-27-2021 19:45:00,728400,106329,551085,879051,352957,226496,759325,451265,318979,340117,51221,428083,877486,297049,704898,439004,88138,367588,1855401,154385,151321,66271,324320,750781,634478,121335,767163,45778,2861,120406,102150
6-27-2021 20:00:00,728406,106337,551085,879051,352985,226509,759359,451266,319005,340118,51221,428090,877486,297074,704901,439004,88139,367590,1855401,154386,151325,66272,324322,750781,634478,121335,767163,45779,2861,120407,102150
6-27-2021 20:15:00,728412,106344,551085,879051,353014,226522,759396,451266,319034,340120,51221,428097,877486,297102,704903,439005,88139,367592,1855401,154388,151325,66273,324323,750781,634478,121335,767163,45780,2861,120408,102150
6-27-2021 20:30:00,728419,106350,551085,879051,353044,226536,759434,451266,319064,340122,51222,428104,877486,297128,704906,439005,88140,367594,1855401,154389,151325,66274,324324,750781,634478,121335,767163,45781,2861,120408,102150
6-27-2021 20:45:00,728425,106356,551085,879051,353073,226549,759469,451266,319092,340123,51222,428111,877486,297155,704908,439006,88141,367596,1855401,154391,151325,66275,324326,750781,634478,121335,767163,45782,2861,120409,102150
6-27-2021 21:00:00,728431,106363,551085,879051,353101,226561,759505,451266,319120,340125,51222,428118,877486,297183,704911,439006,88142,367598,1855401,154392,151325,66276,324327,750781,634478,121335,767163,45783,2861,120410,102150
6-27-2021 21:15:00,728437,106368,551085,879051,353105,226573,759536,451266,319124,340126,51222,428125,877486,297186,704913,439007,88143,367600,1855401,154393,151389,66277,324328,750781,634478,121335,767163,45784,2861,120411,102150
6-27-2021 21:30:00,728443,106375,551085,879051,353105,226587,759572,451266,319124,340128,51223,428132,877486,297186,704916,439007,88143,367602,1855401,154395,151472,66277,324329,750781,634478,121335,767163,45785,2861,120412,102151
6-27-2021 21:45:00,728450,106383,551085,879051,353105,226599,759604,451266,319124,340130,51223,428140,877486,297186,704918,439008,88144,367604,1855401,154397,151557,66278,324331,750781,634478,121335,767163,45786,2861,120413,102151
6-27-2021 22:00:00,728456,106389,551085,879051,353105,226612,759638,451266,319124,340132,51223,428147,877486,297186,704921,439008,88145,367606,1855401,154398,151635,66279,324332,750781,634478,121335,767163,45787,2861,120413,102151
6-27-2021 22:15:00,728462,106396,551085,879051,353105,226625,759677,451266,319124,340133,51223,428154,877486,297186,704923,439008,88146,367608,1855401,154400,151725,66280,324333,750781,634478,121335,767163,45788,2861,120414,102151
6-27-2021 22:30:00,728470,106402,551085,879051,353105,226638,759719,451266,319124,340135,51224,428161,877486,297186,704926,439009,88147,367611,1855401,154401,151816,66281,324335,750781,634478,121335,767163,45789,2861,120415,102151
6-27-2021 22:45:00,728479,106409,551085,879051,353105,226651,759759,451266,319124,340137,51224,428168,877486,297186,704928,439009,88147,367613,1855401,154403,151903,66282,324336,750781,634478,121335,767163,45790,2862,120416,102151
6-27-2021 23:00:00,728490,106415,551085,879051,353105,226663,759798,451266,319124,340138,51224,428175,877486,297186,704931,439010,88148,367615,1855401,154404,152000,66283,324337,750781,634478,121336,767163,45791,2862,120416,102151
6-27-2021 23:15:00,728501,106422,551085,879051,353105,226675,759830,451266,319124,340140,51224,428182,877486,297186,704933,439010,88149,367617,1855401,154406,152080,66284,324338,750781,634478,121336,767163,45792,2862,120417,102151
6-27-2021 23:30:00,728514,106430,551085,879051,353105,226689,759872,451266,319124,340142,51225,428190,877486,297186,704936,439011,88150,367619,1855401,154408,152189,66285,324340,750781,634478,121336,767163,45794,2862,120418,102152
6-27-2021 23:45:00,728529,106438,551085,879051,353105,226702,759912,451266,319124,340144,51225,428197,877486,297186,704938,439011,88151,367621,1855401,154409,152310,66286,324341,750781,634478,121336,767163,45795,2862,120419,102152
6-28-2021 0:00:00,728546,106444,551085,879051,353105,226714,759949,451266,319124,340145,51225,428204,877486,297186,704941,439012,88151,367623,1855401,154411,152433,66287,324342,750781,634478,121336,767163,45795,2862,120420,102152
6-28-2021 0:15:00,728562,106451,551085,879051,353105,226728,759989,451266,319124,340147,51225,428211,877486,297186,704943,439012,88152,367626,1855401,154412,152553,66288,324344,750781,634478,121337,767163,45796,2862,120420,102152
6-28-2021 0:30:00,728574,106458,551085,879051,353105,226740,760027,451266,319124,340149,51226,428218,877486,297186,704946,439012,88153,367628,1855401,154414,152664,66289,324345,750781,634478,121337,767163,45798,2862,120421,102152
6-28-2021 0:45:00,728587,106464,551085,879051,353105,226752,760064,451266,319124,340150,51226,428226,877486,297186,704948,439013,88154,367630,1855401,154416,152781,66290,324346,750781,634478,121338,767163,45799,2862,120422,102153
6-28-2021 1:00:00,728600,106470,551085,879051,353105,226765,760102,451266,319124,340152,51226,428235,877486,297186,704951,439013,88155,367632,1855401,154418,152889,66290,324348,750781,634478,121339,767163,45800,2862,120423,102154
6-28-2021 1:15:00,728615,106477,551085,879051,353105,226777,760139,451266,319124,340154,51226,428244,877486,297186,704953,439014,88155,367634,1855401,154419,153010,66291,324349,750781,634478,121340,767163,45801,2862,120424,102156
6-28-2021 1:30:00,728632,106486,551085,879051,353105,226791,760180,451266,319124,340156,51227,428253,877486,297186,704956,439014,88156,367636,1855401,154421,153160,66292,324350,750781,634478,121370,767163,45802,2862,120425,102157
6-28-2021 1:45:00,728649,106494,551085,879051,353105,226803,760215,451266,319124,340157,51227,428261,877486,297186,704958,439015,88157,367638,1855401,154423,153324,66293,324351,750781,634478,121411,767163,45803,2862,120425,102158
6-28-2021 2:00:00,728667,106504,551085,879051,353105,226815,760254,451266,319124,340159,51227,428269,877486,297186,704961,439015,88158,367640,1855401,154425,153498,66294,324353,750781,634478,121451,767163,45804,2862,120426,102160
6-28-2021 2:15:00,728686,106516,551085,879051,353105,226828,760293,451266,319124,340161,51227,428278,877486,297186,704963,439016,88159,367642,1855401,154426,153655,66295,324354,750781,634478,121492,767163,45805,2862,120427,102161
6-28-2021 2:30:00,728702,106526,551085,879051,353105,226840,760329,451266,319124,340162,51228,428286,877486,297186,704966,439016,88159,367644,1855401,154428,153824,66296,324355,750781,634478,121534,767163,45807,2862,120428,102163
6-28-2021 2:45:00,728719,106538,551085,879051,353105,226853,760366,451266,319124,340164,51228,428296,877486,297186,704969,439017,88160,367649,1855401,154430,153994,66296,324356,750781,634478,121573,767163,45808,2862,120429,102164
6-28-2021 3:00:00,728738,106549,551085,879051,353105,226865,760404,451266,319124,340166,51228,428304,877486,297186,704971,439017,88161,367656,1855401,154432,154162,66297,324358,750781,634478,121612,767163,45809,2862,120430,102166
6-28-2021 3:15:00,728754,106561,551555,879051,353105,226878,760443,451266,319124,340168,51228,428313,877486,297186,704974,439017,88162,367665,1855401,154434,154344,66298,324362,750781,634478,121654,767163,45810,2862,120430,102167
6-28-2021 3:30:00,728772,106574,551567,879051,353105,226890,760485,451266,319124,340171,51228,428321,877486,297186,704976,439018,88163,367698,1855401,154441,154382,66299,324383,750781,634478,121692,767361,45811,2862,120431,102168
6-28-2021 3:45:00,728790,106586,551567,879069,353105,226902,760529,451266,319124,340174,51229,428330,877486,297186,704979,439018,88163,367727,1855420,154477,154382,66300,324395,750781,634478,121731,767602,45812,2862,120432,102170
6-28-2021 4:00:00,728837,106598,551567,879097,353105,226915,760580,451266,319124,340176,51234,428341,877486,297186,704982,439019,88164,367756,1855574,154504,154382,66301,324407,750781,634478,121769,767761,45813,2862,120433,102174
6-28-2021 4:15:00,728925,106607,551687,879111,353105,226928,760621,451266,319124,340177,51245,428352,877486,297186,704985,439019,88165,367782,1855734,154528,154382,66302,324418,750781,634478,121808,767930,45815,2862,120433,102178
6-28-2021 4:30:00,729003,106620,551712,879128,353105,226940,760673,451266,319124,340179,51257,428364,877486,297186,704988,439020,88166,367824,1855915,154549,154382,66303,324436,750781,634478,121848,768101,45816,2863,120434,102182
6-28-2021 4:45:00,729087,106632,551740,879149,353105,226952,760722,451266,319124,340181,51268,428375,877486,297186,704991,439020,88167,367859,1856079,154567,154382,66303,324448,750781,634478,121885,768278,45817,2863,120435,102185
6-28-2021 5:00:00,729119,106645,551780,879196,353105,226964,760769,451266,319124,340183,51279,428396,877486,297186,704994,439021,88167,367926,1856269,154587,154382,66304,324462,750781,634478,121925,768455,45818,2863,120438,102194
6-28-2021 5:15:00,729151,106658,551823,879216,353105,226978,760821,451266,319124,340184,51291,428425,877486,297186,704997,439021,88168,367960,1856420,154609,154382,66305,324471,750781,634478,121958,768618,45819,2863,120447,102208
6-28-2021 5:30:00,729181,106667,551846,879230,353105,226991,760867,451266,319124,340186,51306,428447,877486,297186,705000,439022,88169,367993,1856577,154631,154382,66308,324486,750781,634478,121998,768775,45820,2863,120453,102215
6-28-2021 5:45:00,729215,106681,551893,879246,353105,227007,760916,451266,319124,340188,51323,428469,877486,297186,705007,439029,88170,368025,1856737,154651,154382,66309,324499,750781,634478,122030,768920,45821,2863,120460,102222
6-28-2021 6:00:00,729267,106696,551929,879292,353105,227025,760965,451266,319124,340190,51337,428496,877486,297186,705014,439074,88171,368080,1856888,154672,154382,66311,324513,750894,634484,122066,769086,45822,2863,120467,102235
6-28-2021 6:15:00,729323,106708,551978,879318,353105,227051,761018,451266,319124,340194,51349,428527,877486,297186,705045,439104,88172,368109,1857035,154702,154382,66315,324525,751040,634498,122104,769234,45823,2863,120474,102250
6-28-2021 6:30:00,729384,106722,552016,879342,353105,227081,761073,451266,319124,340196,51366,428562,877486,297186,705070,439136,88172,368141,1857181,154728,154382,66320,324549,751177,634524,122140,769372,45825,2863,120487,102265
6-28-2021 6:45:00,729443,106736,552052,879371,353105,227112,761128,451266,319124,340197,51377,428595,877486,297186,705091,439177,88173,368170,1857322,154753,154382,66327,324575,751326,634564,122180,769522,45825,2863,120501,102275
6-28-2021 7:00:00,729504,106753,552102,879403,353105,227144,761190,451266,319124,340199,51389,428626,877486,297186,705114,439241,88174,368200,1857472,154781,154382,66338,324604,751468,634616,122205,769665,45827,2863,120513,102285
6-28-2021 7:15:00,729563,106766,552149,879432,353105,227175,761250,451266,319124,340201,51411,428656,877486,297186,705136,439307,88175,368228,1857613,154808,154382,66347,324623,751615,634690,122234,769815,45828,2863,120525,102297
6-28-2021 7:30:00,729622,106779,552194,879464,353105,227208,761314,451266,319124,340203,51429,428692,877486,297186,705181,439358,88176,368260,1857820,154841,154382,66354,324649,751651,634783,122272,770008,45829,2863,120539,102308
6-28-2021 7:45:00,729685,106794,552248,879503,353105,227243,761380,451266,319124,340204,51451,428723,877486,297186,705223,439424,88177,368290,1857969,154875,154382,66361,324668,751790,634889,122309,770164,45830,2864,120551,102320
6-28-2021 8:00:00,729747,106809,552292,879559,353105,227277,761440,451266,319124,340206,51463,428756,877486,297186,705257,439514,88177,368318,1858128,154909,154382,66371,324713,751957,635024,122350,770332,45831,2864,120563,102332
6-28-2021 8:15:00,729806,106825,552353,879611,353105,227321,761503,451266,319124,340214,51476,428794,877486,297186,705285,439608,88178,368348,1858290,154947,154382,66381,324757,752119,635179,122388,770485,45832,2864,120580,102342
6-28-2021 8:30:00,729871,106839,552418,879672,353105,227364,761568,451266,319124,340247,51496,428831,877486,297186,705309,439697,88179,368371,1858449,154980,154382,66391,324790,752277,635344,122429,770655,45833,2864,120596,102356
6-28-2021 8:45:00,729932,106855,552473,879722,353105,227412,761634,451266,319124,340278,51520,428870,877486,297186,705337,439785,88180,368396,1858607,155012,154382,66405,324823,752434,635539,122468,770805,45834,2864,120613,102366
6-28-2021 9:00:00,730002,106868,552535,879781,353105,227460,761702,451266,319124,340311,51542,428910,877486,297186,705367,439870,88181,368419,1858764,155047,154382,66426,324863,752592,635739,122506,770973,45835,2864,120632,102380
6-28-2021 9:15:00,730101,106882,552592,879838,353166,227498,761766,451431,319173,340348,51562,428956,877486,297228,705396,439969,88182,368444,1858924,155086,154382,66445,324886,752625,635772,122532,771119,45836,2865,120649,102392
6-28-2021 9:30:00,730237,106895,552654,879900,353263,227546,761841,451680,319251,340386,51584,429001,877486,297300,705421,440063,88182,368467,1859074,155125,154382,66462,324928,752625,635772,122569,771273,45838,2865,120668,102405
6-28-2021 9:45:00,730360,106907,552713,879956,353347,227589,761910,451948,319313,340423,51606,429044,877486,297363,705463,440145,88183,368490,1859225,155165,154382,66479,324974,752625,635772,122609,771433,45839,2865,120687,102418
6-28-2021 10:00:00,730479,106920,552776,880014,353421,227636,761982,452214,319373,340465,51628,429088,877486,297415,705520,440214,88184,368515,1859383,155209,154382,66494,325014,752625,635772,122649,771583,45840,2866,120705,102429
6-28-2021 10:15:00,730539,106931,552832,880083,353424,227675,762041,452228,319375,340505,51651,429127,877486,297418,705580,440264,88185,368539,1859531,155249,154391,66508,325051,752721,635992,122670,771742,45841,2866,120723,102441
6-28-2021 10:30:00,730598,106945,552891,880146,353424,227721,762115,452228,319375,340543,51673,429177,877486,297418,705645,440306,88186,368579,1859754,155291,154391,66526,325097,752721,636293,122711,771953,45845,2866,120740,102455
6-28-2021 10:45:00,730659,106958,552959,880227,353424,227768,762197,452228,319375,340584,51696,429223,877486,297418,705710,440367,88187,368621,1859978,155332,154391,66542,325139,752721,636590,122749,772191,45851,2866,120759,102465
6-28-2021 11:00:00,730715,106970,553023,880334,353424,227814,762270,452228,319375,340623,51720,429274,877486,297418,705770,440432,88188,368685,1860213,155381,154391,66559,325186,752786,636914,122788,772425,45858,2866,120776,102478
6-28-2021 11:15:00,730779,106983,553094,880434,353424,227862,762353,452228,319375,340665,51745,429322,877486,297418,705833,440483,88189,368756,1860385,155446,154391,66574,325233,752947,637215,122823,772588,45864,2867,120795,102492
6-28-2021 11:30:00,730839,106997,553161,880539,353424,227909,762434,452228,319375,340706,51767,429371,877486,297418,705896,440536,88189,368821,1860551,155512,154391,66591,325276,753123,637548,122862,772765,45869,2867,120814,102504
6-28-2021 11:45:00,730897,107009,553224,880641,353424,227955,762511,452228,319375,340746,51790,429423,877486,297418,705957,440593,88190,368889,1860728,155583,154391,66608,325318,753299,637887,122900,772933,45874,2868,120831,102518
6-28-2021 12:00:00,730956,107020,553287,880726,353424,228002,762592,452228,319375,340788,51813,429469,877486,297418,706017,440648,88191,368949,1860916,155630,154391,66625,325347,753358,638204,122935,773118,45879,2869,120849,102530
6-28-2021 12:15:00,731012,107033,553347,880825,353424,228047,762671,452228,319375,340827,51836,429515,877486,297418,706064,440732,88192,369015,1861142,155671,154391,66645,325366,753358,638549,122973,773360,45884,2869,120864,102542
6-28-2021 12:30:00,731072,107046,553415,880931,353424,228095,762752,452228,319375,340870,51856,429566,877486,297418,706110,440829,88193,369085,1861396,155716,154391,66665,325420,753358,638896,123010,773600,45890,2869,120882,102557
6-28-2021 12:45:00,731129,107057,553477,881031,353424,228140,762830,452228,319375,340909,51877,429612,877486,297418,706160,440919,88194,369145,1861623,155757,154391,66686,325457,753358,639264,123047,773842,45895,2870,120901,102567
6-28-2021 13:00:00,731188,107070,553543,881127,353424,228190,762912,452228,319375,340951,51898,429663,877486,297418,706206,441008,88195,369212,1861858,155801,154391,66707,325498,753358,639599,123082,774059,45900,2870,120918,102581
6-28-2021 13:15:00,731246,107083,553608,881229,353424,228237,762991,452228,319375,340992,51921,429713,877486,297418,706257,441096,88196,369274,1862084,155844,154391,66727,325515,753358,639966,123120,774292,45906,2870,120937,102595
6-28-2021 13:30:00,731305,107094,553676,881356,353424,228283,763069,452228,319375,341032,51944,429757,877486,297418,706317,441185,88196,369341,1862340,155885,154391,66748,325555,753358,640327,123157,774560,45908,2871,120955,102608
6-28-2021 13:45:00,731361,107106,553737,881469,353424,228332,763151,452228,319375,341074,51968,429804,877486,297418,706369,441280,88197,369410,1862585,155930,154391,66769,325592,753358,640688,123188,774792,45909,2871,120973,102621
6-28-2021 14:00:00,731420,107118,553802,881607,353424,228378,763227,452228,319375,341114,51991,429848,877486,297418,706430,441371,88198,369477,1862823,155971,154391,66788,325614,753358,641021,123198,775045,45910,2871,120991,102635
6-28-2021 14:15:00,731474,107131,553863,881738,353424,228426,763308,452228,319375,341156,52017,429893,877486,297418,706495,441467,88199,369541,1863068,156016,154391,66808,325641,753358,641373,123199,775277,45911,2872,121009,102649
6-28-2021 14:30:00,731529,107144,553926,881827,353424,228474,763379,452228,319375,341196,52034,429932,877486,297418,706555,441542,88200,369567,1863255,156057,154391,66827,325690,753358,641698,123200,775476,45912,2872,121028,102662
6-28-2021 14:45:00,731580,107157,553986,881906,353424,228518,763452,452228,319375,341238,52059,429975,877486,297418,706620,441625,88201,369595,1863457,156101,154391,66849,325733,753358,642036,123200,775661,45914,2873,121045,102676
6-28-2021 15:00:00,731633,107170,554050,882002,353424,228563,763527,452228,319375,341278,52078,430017,877486,297418,706682,441712,88202,369626,1863668,156144,154391,66869,325783,753358,642340,123201,775879,45915,2873,121064,102690
6-28-2021 15:15:00,731696,107181,554113,882099,353442,228598,763587,452372,319386,341317,52102,430056,877486,297429,706743,441798,88202,369648,1863868,156184,154391,66891,325825,753358,642491,123202,776091,45915,2874,121082,102704
6-28-2021 15:30:00,731811,107193,554171,882183,353494,228636,763659,452664,319423,341358,52126,430102,877486,297462,706806,441885,88203,369664,1864049,156227,154391,66911,325873,753358,642491,123202,776261,45916,2874,121100,102720
6-28-2021 15:45:00,731931,107204,554232,882270,353544,228676,763725,452966,319456,341396,52148,430141,877486,297494,706866,441961,88204,369679,1864215,156266,154391,66929,325911,753358,642491,123203,776437,45917,2875,121118,102734
6-28-2021 16:00:00,732023,107211,554285,882360,353585,228704,763777,453167,319485,341437,52172,430175,877486,297521,706930,442046,88205,369690,1864367,156308,154395,66946,325949,753391,642524,123203,776607,45918,2875,121134,102744
6-28-2021 16:15:00,732083,107222,554348,882441,353585,228742,763848,453167,319485,341477,52187,430214,877486,297521,706988,442123,88206,369700,1864573,156348,154395,66968,326002,753396,642775,123204,776824,45919,2875,121150,102758
6-28-2021 16:30:00,732137,107231,554408,882535,353585,228777,763914,453167,319485,341509,52203,430254,877486,297521,707053,442219,88207,369719,1864808,156383,154395,66989,326052,753396,643025,123204,777039,45920,2876,121165,102771
6-28-2021 16:45:00,732192,107240,554471,882630,353585,228811,763986,453167,319485,341542,52224,430291,877486,297521,707117,442309,88207,369726,1865039,156417,154395,67010,326100,753396,643237,123205,777277,45921,2876,121184,102784
